query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction					
ECP_0032	362663.ECP_0032	0	2103.6	Escherichia	carB	GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006220,GO:0006221,GO:0006520,GO:0006525,GO:0006526,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016053,GO:0016597,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046394,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071941,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	6.3.5.5	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R00256,R00575,R01395,R10948,R10949	RC00002,RC00010,RC00043,RC02750,RC02798,RC03314	ko00000,ko00001,ko00002,ko01000			iAF1260.b0033,iBWG_1329.BWG_0031,iECDH10B_1368.ECDH10B_0034,iECDH1ME8569_1439.ECDH1ME8569_0031,iECUMN_1333.ECUMN_0034,iEcDH1_1363.EcDH1_3566,iJO1366.b0033,iJR904.b0033,iPC815.YPO0482,iY75_1357.Y75_RS00170,iYL1228.KPN_00041	Bacteria	1MUDZ@1224,1RPIU@1236,3XMVN@561,COG0458@1,COG0458@2	NA|NA|NA	F	Carbamoyl-phosphate synthetase ammonia chain
ECP_0034	199310.c0043	4.9E-69	266.9	Escherichia	caiF	GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006575,GO:0006577,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009437,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097164,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1903506,GO:2000112,GO:2001141		ko:K08277					ko00000,ko03000				Bacteria	1RDQ6@1224,1S5BF@1236,2BXKV@1,30W1N@2,3XPJ8@561	NA|NA|NA	K	Transcriptional activatory protein CaiF
ECP_0036	314265.R2601_02548	2E-10	73.2	Alphaproteobacteria													Bacteria	1NQIG@1224,2EZS5@1,2UNXU@28211,33SWY@2	NA|NA|NA		
ECP_0041	362663.ECP_0041	4.5E-127	460.7	Escherichia	fixA	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006575,GO:0006577,GO:0006579,GO:0006807,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009437,GO:0009987,GO:0016491,GO:0022900,GO:0034641,GO:0042219,GO:0042413,GO:0044237,GO:0044248,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0071704,GO:0097164,GO:1901564,GO:1901565,GO:1901575		ko:K03521					ko00000				Bacteria	1MVH6@1224,1RN6F@1236,3XQE3@561,COG2086@1,COG2086@2	NA|NA|NA	C	Required for anaerobic carnitine reduction. May bring reductant to CaiA
ECP_0042	362663.ECP_0042	3E-173	614.4	Escherichia	fixB	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006091,GO:0006575,GO:0006577,GO:0006579,GO:0006629,GO:0006631,GO:0006635,GO:0006807,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009062,GO:0009437,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0019395,GO:0019752,GO:0022900,GO:0030258,GO:0032787,GO:0033539,GO:0034440,GO:0034641,GO:0036094,GO:0042219,GO:0042413,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044282,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:0097164,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575	1.3.8.1	ko:K00248,ko:K03522	ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212		R01175,R01178,R02661,R03172,R04751	RC00052,RC00068,RC00076,RC00120,RC00148	ko00000,ko00001,ko01000,ko04147				Bacteria	1MUFI@1224,1RMK7@1236,3XM52@561,COG2025@1,COG2025@2	NA|NA|NA	C	Required for anaerobic carnitine reduction. May bring reductant to CaiA
ECP_0043	199310.c0053	5.6E-239	833.2	Escherichia	fixC	GO:0006575,GO:0006577,GO:0006807,GO:0008150,GO:0008152,GO:0009437,GO:0009987,GO:0034641,GO:0044237,GO:0071704,GO:0097164,GO:1901564		ko:K00313					ko00000,ko01000				Bacteria	1MVU6@1224,1RNY5@1236,3XMZ6@561,COG0644@1,COG0644@2	NA|NA|NA	C	Could be part of an electron transfer system required for anaerobic carnitine reduction
ECP_0044	155864.EDL933_0045	2.2E-50	204.5	Escherichia	fixX			ko:K03855					ko00000				Bacteria	1RHTX@1224,1S6EF@1236,3XPV6@561,COG2440@1,COG2440@2	NA|NA|NA	C	Could be part of an electron transfer system required for anaerobic carnitine reduction. Could be a 3Fe-4S cluster- containing protein
ECP_0045	316407.856743	5E-251	873.2	Escherichia	yaaU	GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0016020,GO:0044464,GO:0050896,GO:0071944		ko:K08368					ko00000,ko02000	2.A.1			Bacteria	1QV3V@1224,1T27B@1236,3XN87@561,COG2271@1,COG2271@2	NA|NA|NA	P	response to oxidative stress
ECP_0046	362663.ECP_0046	7.4E-105	386.3	Escherichia	kefF	GO:0000166,GO:0003674,GO:0003824,GO:0003955,GO:0005488,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009987,GO:0010181,GO:0016491,GO:0016651,GO:0016655,GO:0022898,GO:0022900,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032553,GO:0032879,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0036094,GO:0043167,GO:0043168,GO:0043269,GO:0043270,GO:0044093,GO:0044237,GO:0048037,GO:0048518,GO:0050662,GO:0050789,GO:0051049,GO:0051050,GO:0055114,GO:0065007,GO:0065009,GO:0097159,GO:0097367,GO:1901265,GO:1901363		ko:K03923,ko:K11746,ko:K11748					ko00000,ko02000	2.A.37.1.1,2.A.37.1.2		iLF82_1304.LF82_1283	Bacteria	1MXFT@1224,1RPAQ@1236,3XP8D@561,COG2249@1,COG2249@2	NA|NA|NA	C	Regulatory subunit of a potassium efflux system that confers protection against electrophiles. Required for full activity of KefC. Shows redox enzymatic activity, but this enzymatic activity is not required for activation of KefC
ECP_0047	362663.ECP_0047	0	1158.3	Escherichia	kefC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006885,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0010033,GO:0015075,GO:0015077,GO:0015079,GO:0015291,GO:0015318,GO:0015503,GO:0015643,GO:0015672,GO:0016020,GO:0016021,GO:0019899,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051595,GO:0055067,GO:0055080,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:1901654,GO:1901700		ko:K03455,ko:K11745,ko:K11747					ko00000,ko02000	2.A.37,2.A.37.1.1,2.A.37.1.2		iECOK1_1307.ECOK1_0046,iECS88_1305.ECS88_0050,iUMN146_1321.UM146_23015,iUTI89_1310.UTI89_C0053	Bacteria	1MV34@1224,1RNVR@1236,3XN4I@561,COG0475@1,COG0475@2,COG1226@1,COG1226@2	NA|NA|NA	P	Pore-forming subunit of a potassium efflux system that confers protection against electrophiles. Catalyzes K( ) H( ) antiport
ECP_0048	198214.SF0045	2.3E-89	334.7	Gammaproteobacteria	folA	GO:0000166,GO:0003674,GO:0003824,GO:0004146,GO:0005488,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008144,GO:0008150,GO:0008152,GO:0016491,GO:0016645,GO:0016646,GO:0019842,GO:0031406,GO:0033218,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051870,GO:0051871,GO:0055114,GO:0070401,GO:0070402,GO:0072341,GO:0097159,GO:1901265,GO:1901363	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000			iECBD_1354.ECBD_3567,iECDH1ME8569_1439.ECDH1ME8569_0047,iECNA114_1301.ECNA114_0036,iEcDH1_1363.EcDH1_3551,iEcSMS35_1347.EcSMS35_0050,iG2583_1286.G2583_0050,iNRG857_1313.NRG857_00250,iUMN146_1321.UM146_23020	Bacteria	1RH0P@1224,1S5VH@1236,COG0262@1,COG0262@2	NA|NA|NA	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis
ECP_0049	362663.ECP_0049	1.1E-33	148.7	Gammaproteobacteria	ccdA			ko:K19164					ko00000,ko02048				Bacteria	1NIFA@1224,1SD2V@1236,COG5302@1,COG5302@2	NA|NA|NA	S	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid
ECP_0050	199310.c0060	7.3E-52	209.5	Gammaproteobacteria	ccdB			ko:K19163					ko00000,ko02048				Bacteria	1N7IN@1224,1S9V9@1236,2DNNV@1,32YCB@2	NA|NA|NA	S	PFAM CcdB protein
ECP_0051	1175306.GWL_46310	8.7E-07	61.2	Bacteria													Bacteria	COG1253@1,COG1253@2	NA|NA|NA	E	flavin adenine dinucleotide binding
ECP_0052	199310.c0062	2.4E-57	228	Proteobacteria													Bacteria	1P41M@1224,291TE@1,2ZPD9@2	NA|NA|NA		
ECP_0058	362663.ECP_0058	8.1E-143	513.1	Escherichia	djlA	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0051087,GO:0071944		ko:K05801					ko00000,ko03110				Bacteria	1N270@1224,1RP0P@1236,3XMH7@561,COG1076@1,COG1076@2	NA|NA|NA	O	Regulatory DnaK co-chaperone. Direct interaction between DnaK and DjlA is needed for the induction of the wcaABCDE operon, involved in the synthesis of a colanic acid polysaccharide capsule, possibly through activation of the RcsB RcsC phosphotransfer signaling pathway. The colanic acid capsule may help the bacterium survive conditions outside the host
ECP_0065	362663.ECP_0065	6.4E-167	593.2	Escherichia	araC	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006355,GO:0008150,GO:0008152,GO:0009056,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016052,GO:0019219,GO:0019222,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0042802,GO:0043565,GO:0044212,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046365,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901575,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141		ko:K02099,ko:K07720	ko02020,map02020	M00519			ko00000,ko00001,ko00002,ko02022,ko03000				Bacteria	1MVS8@1224,1RQ3Y@1236,3XPF8@561,COG4977@1,COG4977@2	NA|NA|NA	K	This protein controls the expression of at least six genes that are involved in the transport and catabolism of L- arabinose. It regulates initiation of transcription of the araBAD operon and it also controls its own synthesis. The L-arabinose operon displays both positive and negative regulation through AraC
ECP_0066	362663.ECP_0066	6.4E-167	593.2	Escherichia													Bacteria	1NRHI@1224,1SK8E@1236,2CB5N@1,33SIF@2,3XR5A@561	NA|NA|NA		
ECP_0067	362663.ECP_0067	2.4E-74	284.6	Gammaproteobacteria													Bacteria	1P3A5@1224,1SRR6@1236,2FJSH@1,34BF8@2	NA|NA|NA		
ECP_0068	362663.ECP_0068	2.1E-140	505	Escherichia	yabI	GO:0000003,GO:0000910,GO:0005575,GO:0005623,GO:0005886,GO:0007049,GO:0008150,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0016020,GO:0019954,GO:0022402,GO:0022414,GO:0032505,GO:0043093,GO:0044464,GO:0050896,GO:0051301,GO:0071944	3.6.1.27	ko:K03975,ko:K19302	ko00550,map00550		R05627	RC00002	ko00000,ko00001,ko01000,ko01011				Bacteria	1R0F3@1224,1RPDS@1236,3XN37@561,COG0586@1,COG0586@2	NA|NA|NA	S	reproductive process
ECP_0073	244582.JQAK01000023_gene650	3.4E-21	108.6	Bacteria													Bacteria	28QSI@1,2ZD7Y@2	NA|NA|NA		
ECP_0074	680646.RMDY18_08060	3.7E-47	196.1	Actinobacteria													Bacteria	2CZ9V@1,2H3W7@201174,33SCX@2	NA|NA|NA		
ECP_0078	199310.c0093	2E-177	628.2	Escherichia	leuO	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032991,GO:0032993,GO:0043565,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141		ko:K05798					ko00000,ko03000			iECW_1372.ECW_m0076,iWFL_1372.ECW_m0076	Bacteria	1MX24@1224,1RQP0@1236,3XM7V@561,COG0583@1,COG0583@2	NA|NA|NA	K	uxaCA, sdaCB and yjiY. H-NS repression of the bgl operon, leading to the ability to metabolize some beta-glucosides. It also directly activates the bgl operon. Activation is H-NS and BglJ-RcsB independent
ECP_0079	362663.ECP_0079	0	1150.2	Escherichia	ilvI	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0019842,GO:0030976,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901681	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1907,iB21_1397.B21_00078,iBWG_1329.BWG_0073,iECBD_1354.ECBD_3539,iECB_1328.ECB_00079,iECD_1391.ECD_00079,iUTI89_1310.UTI89_C0085,iYL1228.KPN_00082	Bacteria	1MU6U@1224,1RMQQ@1236,3XNV1@561,COG0028@1,COG0028@2	NA|NA|NA	H	acetolactate synthase activity
ECP_0080	1440052.EAKF1_ch1343c	3.1E-81	307.8	Escherichia	ilvH	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000			iAPECO1_1312.APECO1_1906,iECNA114_1301.ECNA114_0072,iEcSMS35_1347.EcSMS35_0084,iG2583_1286.G2583_0082,iSFxv_1172.SFxv_0077,iUTI89_1310.UTI89_C0086	Bacteria	1RAGN@1224,1S20I@1236,3XP6U@561,COG0440@1,COG0440@2	NA|NA|NA	E	acetolactate synthase
ECP_0081	198214.SF0074	1.3E-08	63.9	Gammaproteobacteria	fruL												Bacteria	1P9TH@1224,1SV3A@1236,294HB@1,2ZRX1@2	NA|NA|NA		
ECP_0082	155864.EDL933_0083	2.1E-188	664.8	Escherichia	fruR	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006355,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016052,GO:0016053,GO:0016310,GO:0017144,GO:0018130,GO:0019219,GO:0019222,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0031323,GO:0031326,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051186,GO:0051188,GO:0051252,GO:0055086,GO:0060255,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903506,GO:2000112,GO:2001141	3.2.1.26	ko:K01193,ko:K02529,ko:K03435	ko00052,ko00500,ko01100,map00052,map00500,map01100		R00801,R00802,R02410,R03635,R03921,R06088	RC00028,RC00077	ko00000,ko00001,ko01000,ko03000		GH32		Bacteria	1MXQ1@1224,1RNR1@1236,3XN1T@561,COG1609@1,COG1609@2	NA|NA|NA	K	Global transcriptional regulator, which plays an important role in the regulation of carbon metabolism
ECP_0083	155864.EDL933_0084	2.2E-81	308.1	Escherichia	mraZ	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031333,GO:0043254,GO:0043565,GO:0044087,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000142,GO:2000143,GO:2001141		ko:K03925					ko00000				Bacteria	1RHCG@1224,1S63F@1236,3XPDS@561,COG2001@1,COG2001@2	NA|NA|NA	K	Negatively regulates its own expression and that of the subsequent genes in the proximal part of the division and cell wall (dcw) gene cluster. Acts by binding directly to DNA. May also regulate the expression of genes outside the dcw cluster
ECP_0084	155864.EDL933_0085	3E-173	614.4	Escherichia	rsmH	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.199	ko:K03438					ko00000,ko01000,ko03009				Bacteria	1MUT4@1224,1RM7M@1236,3XNTS@561,COG0275@1,COG0275@2	NA|NA|NA	J	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
ECP_0085	1440052.EAKF1_ch1338c	2.5E-59	234.6	Escherichia	ftsL	GO:0000003,GO:0000910,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0019954,GO:0022402,GO:0022414,GO:0031224,GO:0031226,GO:0032153,GO:0032505,GO:0043093,GO:0044425,GO:0044459,GO:0044464,GO:0051301,GO:0071944		ko:K03586					ko00000,ko03036				Bacteria	1N9MH@1224,1SC7P@1236,3XPMD@561,COG3116@1,COG3116@2	NA|NA|NA	D	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic
ECP_0086	362663.ECP_0086	0	1158.3	Escherichia	ftsI	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008144,GO:0008150,GO:0008658,GO:0008955,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0031224,GO:0031226,GO:0031406,GO:0032153,GO:0033218,GO:0033293,GO:0036094,GO:0042221,GO:0042493,GO:0043167,GO:0043168,GO:0043177,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051301,GO:0071944,GO:0097159,GO:1901363,GO:1901681	3.4.16.4	ko:K03587,ko:K08384,ko:K08724,ko:K12552,ko:K12556	ko00550,ko01100,ko01501,map00550,map01100,map01501				ko00000,ko00001,ko01000,ko01011,ko03036			iSSON_1240.SSON_0092	Bacteria	1MUNY@1224,1RNGW@1236,3XM4D@561,COG0768@1,COG0768@2	NA|NA|NA	M	of the peptidoglycan cell wall at the division septum
ECP_0087	362663.ECP_0087	1.4E-286	991.5	Escherichia	murE	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008765,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	3.4.16.4,6.3.2.10,6.3.2.13	ko:K01928,ko:K03587,ko:K15792	ko00300,ko00550,ko01501,map00300,map00550,map01501		R02788,R04617	RC00064,RC00090,RC00141	ko00000,ko00001,ko01000,ko01011,ko03036			iECO103_1326.ECO103_0087,iECO111_1330.ECO111_0088,iECW_1372.ECW_m0084,iEKO11_1354.EKO11_3829,iWFL_1372.ECW_m0084,ic_1306.c0103	Bacteria	1MU6P@1224,1RMD6@1236,3XNJS@561,COG0769@1,COG0769@2	NA|NA|NA	M	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan
